empty;ID_COUNTRY_ID;COUNTRY_NAME;REGION_FK;COUNTRY_LIMIT;CREATION_DATE;CREATED_BY;MODIFICATION_DATE;MODIFIED_BY
;6138;Kazakhstan;732;0.15000000000;;;;
;6141;Kyrgyz Republic;732;0.15000000000;;;;
;6169;Tajikistan;732;0.15000000000;;;;
;6177;Uzbekistan;732;0.15000000000;;;;
;6286;Korea, Rep.;733;0.15000000000;;;;
;6288;Laos;733;0.15000000000;;;;
;6295;Macao SAR, China;733;0.15000000000;;;;
;6118;Cambodia;733;0.15000000000;;;;
;6121;China;733;0.15000000000;;;;
;6135;Indonesia;733;0.15000000000;;;;
;6148;Mongolia;733;0.15000000000;;;;
;6159;Philippines;733;0.15000000000;;;;
;6178;Vietnam;733;0.15000000000;;;;
;6183;Myanmar;733;0.15000000000;;;;
;6207;Hong Kong;733;0.15000000000;;;;
;6231;Australia;733;0.15000000000;;;;
;6240;Brunei Darussalam;733;0.15000000000;;;;
;6264;Fiji;733;0.15000000000;;;;
;6284;Japan;733;0.15000000000;;;;
;6285;Kiribati;733;0.15000000000;;;;
;6296;Malaysia;733;0.15000000000;;;;
;6298;Marshall Islands;733;0.15000000000;;;;
;6301;Nauru;733;0.15000000000;;;;
;6304;New Zealand;733;0.15000000000;;;;
;6309;Palau;733;0.15000000000;;;;
;6310;Papua New Guinea;733;0.15000000000;;;;
;6314;Samoa;733;0.15000000000;;;;
;6319;Singapore;733;0.15000000000;;;;
;6323;Solomon Islands;733;0.15000000000;;;;
;6335;Thailand;733;0.15000000000;;;;
;6336;Timor-Leste;733;0.15000000000;;;;
;6337;Tonga;733;0.15000000000;;;;
;6341;Tuvalu;733;0.15000000000;;;;
;6345;Vanuatu;733;0.15000000000;;;;
;6108;Armenia;734;0.15000000000;;;;
;6109;Azerbaijan;734;0.15000000000;;;;
;6111;Belarus;734;0.15000000000;;;;
;6114;Bosnia and Herzegovina;734;0.15000000000;;;;
;6129;Georgia;734;0.15000000000;;;;
;6140;Kosovo;734;0.15000000000;;;;
;6147;Moldova;734;0.15000000000;;;;
;6149;Montenegro;734;0.15000000000;;;;
;6160;Poland;734;0.15000000000;;;;
;6161;Romania;734;0.15000000000;;;;
;6162;Russia;734;0.15000000000;;;;
;6165;Serbia;734;0.15000000000;;;;
;6173;Turkey;734;0.15000000000;;;;
;6175;Ukraine;734;0.15000000000;;;;
;6192;Albania;731;0.15000000000;;;;
;6232;Austria;731;0.15000000000;;;;
;6236;Belgium;731;0.15000000000;;;;
;6241;Bulgaria;731;0.15000000000;;;;
;6251;Croatia;731;0.15000000000;;;;
;6254;Cyprus;731;0.15000000000;;;;
;6256;Denmark;731;0.15000000000;;;;
;6261;Estonia;731;0.15000000000;;;;
;6265;Finland;731;0.15000000000;;;;
;6268;Greece;731;0.15000000000;;;;
;6275;Hungary;731;0.15000000000;;;;
;6276;Iceland;731;0.15000000000;;;;
;6279;Ireland;731;0.15000000000;;;;
;6282;Italy;731;0.15000000000;;;;
;6289;Latvia;731;0.15000000000;;;;
;6292;Liechtenstein;731;0.15000000000;;;;
;6293;Lithuania;731;0.15000000000;;;;
;6294;Luxembourg;731;0.15000000000;;;;
;6302;Netherlands;731;0.15000000000;;;;
;6307;Norway;731;0.15000000000;;;;
;6311;Portugal;731;0.15000000000;;;;
;6322;Slovenia;731;0.15000000000;;;;
;6326;Spain;731;0.15000000000;;;;
;6332;Sweden;731;0.15000000000;;;;
;6333;Switzerland;731;0.15000000000;;;;
;6339;Turkmenistan;734;0.15000000000;;;;
;6343;United Kingdom;731;0.15000000000;;;;
;6211;UK;731;0.15000000000;;;;
;6218;France;731;0.15000000000;;;;
;6219;Germany;731;0.15000000000;;;;
;6255;Czech Republic;731;0.15000000000;;;;
;6263;Faroe Islands;731;0.15000000000;;;;
;6269;Greenland;731;0.15000000000;;;;
;6306;North Macedonia;731;0.15000000000;;;;
;6321;Slovak Republic;731;0.15000000000;;;;
;6123;Costa Rica;741;0.15000000000;;;;
;6124;Dominican Republic;741;0.15000000000;;;;
;6128;El Salvador;741;0.15000000000;;;;
;6131;Guatemala;741;0.15000000000;;;;
;6132;Haiti;741;0.15000000000;;;;
;6133;Honduras;741;0.15000000000;;;;
;6146;Mexico;741;0.15000000000;;;;
;6152;Nicaragua;741;0.15000000000;;;;
;6156;Panama;741;0.15000000000;;;;
;6229;Antigua and Barbuda;741;0.15000000000;;;;
;6235;Barbados;741;0.15000000000;;;;
;6237;Belize;741;0.15000000000;;;;
;6252;Cuba;741;0.15000000000;;;;
;6258;Dominica;741;0.15000000000;;;;
;6270;Grenada;741;0.15000000000;;;;
;6283;Jamaica;741;0.15000000000;;;;
;6338;Trinidad and Tobago;741;0.15000000000;;;;
;6113;Bolivia;735;0.15000000000;;;;
;6116;Brazil;735;0.15000000000;;;;
;6120;Chile;735;0.15000000000;;;;
;6122;Colombia;735;0.15000000000;;;;
;6126;Ecuador;735;0.15000000000;;;;
;6157;Paraguay;735;0.15000000000;;;;
;6158;Peru;735;0.15000000000;;;;
;6209;Argentina;735;0.15000000000;;;;
;6273;Guyana;735;0.15000000000;;;;
;6331;Suriname;735;0.15000000000;;;;
;6344;Uruguay;735;0.15000000000;;;;
;6346;Venezuela, RB;735;0.15000000000;;;;
;6127;Egypt;736;0.15000000000;;;;
;6137;Jordan;736;0.15000000000;;;;
;6142;Lebanon;736;0.15000000000;;;;
;6150;Morocco;736;0.15000000000;;;;
;6155;Palestine;736;0.15000000000;;;;
;6172;Tunisia;736;0.15000000000;;;;
;6227;Algeria;736;0.15000000000;;;;
;6234;Bahrain;736;0.15000000000;;;;
;6257;Djibouti;736;0.15000000000;;;;
;6277;Iran, Islamic Rep.;736;0.15000000000;;;;
;6278;Iraq;736;0.15000000000;;;;
;6281;Israel;736;0.15000000000;;;;
;6287;Kuwait;736;0.15000000000;;;;
;6291;Libya;736;0.15000000000;;;;
;6297;Malta;736;0.15000000000;;;;
;6308;Oman;736;0.15000000000;;;;
;6313;Qatar;736;0.15000000000;;;;
;6316;Saudi Arabia;736;0.15000000000;;;;
;6334;Syrian Arab Republic;736;0.15000000000;;;;
;6342;United Arab Emirates;736;0.15000000000;;;;
;6347;West Bank and Gaza;736;0.15000000000;;;;
;6348;Yemen, Rep.;736;0.15000000000;;;;
;6244;Canada;742;0.15000000000;;;;
;6110;Bangladesh;737;0.15000000000;;;;
;6134;India;737;0.20000000000;;;;
;6154;Pakistan;737;0.15000000000;;;;
;6167;Sri Lanka;737;0.15000000000;;;;
;6221;Maldives;737;0.15000000000;;;;
;6225;Nepal;737;0.15000000000;;;;
;6226;Afghanistan;737;0.15000000000;;;;
;6239;Bhutan;737;0.15000000000;;;;
;6112;Benin;738;0.15000000000;;;;
;6115;Botswana;738;0.15000000000;;;;
;6117;Burkina Faso;738;0.15000000000;;;;
;6119;Cameroon;738;0.15000000000;;;;
;6125;DRC;738;0.15000000000;;;;
;6130;Ghana;738;0.15000000000;;;;
;6136;Ivory Coast;738;0.15000000000;;;;
;6139;Kenya;738;0.15000000000;;;;
;6143;Liberia;738;0.15000000000;;;;
;6144;Malawi;738;0.15000000000;;;;
;6145;Mali;738;0.15000000000;;;;
;6151;Namibia;738;0.15000000000;;;;
;6153;Nigeria;738;0.15000000000;;;;
;6163;Rwanda;738;0.15000000000;;;;
;6164;Senegal;738;0.15000000000;;;;
;6166;South Africa;738;0.15000000000;;;;
;6168;Eswatini;738;0.15000000000;;;;
